"","RMBC","TCLUST","MCLUST","Otrimle"
"MCR",6.33333333333333,7.66666666666667,18.6666666666667,6.99999999999999
"KLD",0.285464170613911,2.68607183761607,0.560426456479594,2.08762665111685
"Sensitivity",74.6666666666667,0,0,0
